COMPANY_ID,JOB_ID,JOB_POSITION,POSTED_DATE,JOB_URL,JOB_LOCATION
C0000258,R0006399,Customer Service Representative,4/17/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Westland-MI/Customer-Service-Representative--4238_R0007296-1,"Redding, CA"
C0000258,R0006699,Store Manager,4/17/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Redford-MI/Customer-Service-Representative--5938_R0007284-1,"Redding, CA"
C0000258,R0007212,"Sales and Service Representative I - Retail Swartz Creek, MI",4/17/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Westland-MI/Customer-Service-Representative--4238_R0007285-1,"Swartz Creek, MI"
C0000258,R0007210,Customer Sales Rep - #5935,4/17/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0007297  /Customer-Service-Rep--820-Round-Lake-Beach_PostedYesterday-1,"Grand Rapids, MI"
C0000258,R0007194,Warwick Part Time Retail Sales & Specialist-1,4/16/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Fairfield-OH/Operations-Support-II_R0007287-1,"Warwick, RI"
C0000258,R0007193,Middletown Full Time Sales & Service Specialist,4/16/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Cincinnati-OH/Sr--Analyst--Marketing-Analytics_R0006312-1,"Middletown, RI"
C0000258,R0007203,CSR 1- #4119,4/16/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Redding-CA/Store-Manager_R0007288-1,"Grand Rapids, MI"
C0000258,R0007182,Customer Service Representative,4/16/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Detroit-MI/Floating-Store-Manager--2420_R0006859-1,"Greenville, SC"
C0000258,R0007183,Customer Service Representative,4/16/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Traverse City-MI/Customer-Retail-Service---PT-Traverse-City-6658_R0007035-1,"Easley, SC"
C0000258,R0007188,Sales and Service Store Manager  - FT Floating - 4177 Cadillac,4/16/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Grand Blanc-MI/Sales-and-Service-Specialist---Retail---Grand-Blanc--MI_R0007238-1,"Cadillac, MI"
C0000258,R0007181,Part Time Floating Loan Teller,4/16/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sacramento-CA/Customer-Service-Support-I---Retail_R0007258-1,"Providence, RI"
C0000258,R0007187,CSR-Store 2792,4/15/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Fairfield-OH/Accountant-I_R0007211-1,"Newport, TN"
C0000258,R0007158,Customer Service Support I - Retail,4/15/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Nebraska-Remote/Field-Management-II_R0007221-1,"Rock Hill, SC"
C0000258,R0005715,"Sales and Service Specialist - Oxford, MI - 2874",4/15/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Greenville-SC/Customer-Service-Representative_R0007216-1,"Oxford, MI"
C0000258,R0007169,Customer Service Support - PT Floating - 6640 Bay City,4/15/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Redding-CA/Customer-Service-Rep_R0005286-1,"Bay City, MI"
C0000258,R0007137,Tax Accountant,4/15/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Redding-CA/Customer-Service-Representative_R0006399-1,"Cincinnati, OH"
C0000258,R0007162,"Customer Service Rep - Beaumont, TX",4/12/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Redding-CA/Store-Manager_R0006699-1,"Beaumont, TX"
C0000258,R0007164,"Customer Service Rep l-847, Joliet",4/12/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Swartz Creek-MI/Sales-and-Service-Representative-I---Retail-Swartz-Creek--MI_R0007212-1,
C0000258,R0007159,Customer Service Representative,4/12/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Grand Rapids-MI/Customer-Sales-Rep----5935_R0007210-1,"Greenville, SC"
C0000258,R0006710,"Full Time Teller Woonsocket, RI",4/11/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Warwick-RI/Warwick-Part-Time-Retail-Sales---Specialist-1_R0007194-1,"Woonsocket, RI"
C0000258,R0007144,Customer Service Representative,4/11/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Middletown-RI/Middletown-Full-Time-Sales---Service-Specialist_R0007193-1,"Sacramento, CA"
C0000258,R0007141,Floating Store Manager,4/11/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Grand Rapids-MI/CSR-1---4119_R0007203-1,"Providence, RI"
C0000258,R0007143,Retail Field Auditor-1,4/11/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Greenville-SC/Customer-Service-Representative_R0007182-1,California-Remote
C0000258,R0006992,PT CSR- 6648,4/10/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Easley-SC/Customer-Service-Representative_R0007183-1,"Detroit, MI"
C0000258,R0006949,"Customer Service Rep - FT - Lincoln, NE $12-$14/hr",4/10/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Cadillac-MI/Sales-and-Service-Store-Manager----FT-Floating---4177-Cadillac_R0007188-1,"Lincoln, NE"
C0000258,R0007121,"Sales and Service Customer Representative - Pontiac, MI",4/10/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Providence-RI/Part-Time-Floating-Loan-Teller_R0007181-1,"Pontiac, MI"
C0000258,R0005591,Sales & Service Rep-824-Glendale Heights,4/8/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Newport-TN/CSR-Store-2792_R0007187-1,"Glendale Heights, IL"
C0000258,R0007091,"Customer Service Representative PT Fremont, NE $11-$14/hr",4/8/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Rock Hill-SC/Customer-Service-Support-I---Retail_R0007158-1,"Fremont, NE"
C0000258,R0007096,Customer Sales Rep #4175,4/8/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Oxford-MI/Sales-and-Service-Specialist---Oxford--MI---2874_R0005715-1,"Newaygo, MI"
C0000258,R0007085,Customer Service Support I - Retail,4/5/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Bay City-MI/Customer-Service-Support---PT-Floating---6640-Bay-City_R0007169-1,"Stockton, CA"
C0000258,R0007086,Sales and Service Specialist,4/5/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Cincinnati-OH/Tax-Accountant_R0007137-1,"Sacramento, CA"
C0000258,R0007083,Customer Service Support III - Retail 2116,4/5/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Beaumont-TX/Customer-Service-Rep---Beaumont--TX_R0007162-1,"Orange City, FL"
C0000258,R0007090,Sales and Service Representative - ,4/5/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0007164  /Customer-Service-Rep-l-847--Joliet_Posted13DaysAgo-1,"Greater Flint, MI"
C0000258,R0007070,PT Sales and Service Associate - 7117 Waterford,4/5/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Greenville-SC/Customer-Service-Representative_R0007159-1,"Waterford, MI"
C0000258,R0007077,"Sales and Service Specialist  I - Retail - Fort Gratiot, MI",4/5/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Woonsocket-RI/Full-Time-Teller-Woonsocket--RI_R0006710-1,"Fort Gratiot, MI"
C0000258,R0006991,PT CSR-5913,4/5/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sacramento-CA/Customer-Service-Representative_R0007144-1,"Detroit, MI"
C0000258,R0007055,Customer Service Representative- 5913,4/5/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Providence-RI/Floating-Store-Manager_R0007141-1,"Detroit, MI"
C0000258,R0007063,"Customer Service Support I - Retail - Port Huron, MI",4/4/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Detroit-MI/PT-CSR--6648_R0006992-1,"Port Huron, MI"
C0000258,R0007042,Human Resources Business Partner,4/3/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Lincoln-NE/Customer-Service-Rep---FT---Lincoln--NE--12--14-hr_R0006949-1,"Cincinnati, OH"
C0000258,R0006492,Sales and Service Associate - Traverse City - 6658,4/3/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Pontiac-MI/Sales-and-Service-Customer-Representative---Pontiac--MI_R0007121-1,"Traverse City, MI"
C0000258,R0007027,Customer Sales Rep #6643,4/2/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Glendale Heights-IL/Sales---Service-Rep-824-Glendale-Heights_R0005591-1,"Grand Rapids, MI"
C0000258,R0006997,Customer Service Rep-Aurora- 808,4/1/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Fremont-NE/Customer-Service-Representative-PT-Fremont--NE--11--14-hr_R0007091-1,"Aurora, IL"
C0000258,R0006975,Customer Service Rep l-847,4/1/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Newaygo-MI/Customer-Sales-Rep--4175_R0007096-1,
C0000258,R0006948,CUSTOMER SERVICE REPRESENTATIVE,3/26/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Stockton-CA/Customer-Service-Support-I---Retail_R0007085-1,"Santa Rosa, CA, More..."
C0000258,R0006935,Customer Service Support I - Retail,3/26/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sacramento-CA/Sales-and-Service-Specialist_R0007086-1,"Sacramento, CA"
C0000258,R0006927,CSR,3/26/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Orange City-FL/Customer-Service-Support-III---Retail-2116_R0007083-1,"Ukiah, CA"
C0000258,R0006938,Retail Store Manager - Roseville - 5920,3/26/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0007090  /Sales-and-Service-Representative---Greater-Flint--MI_Posted20DaysAgo-1,"Roseville, MI"
C0000258,R0006892,Sales & Service Specialist - Chino 226,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Waterford-MI/PT-Sales-and-Service-Associate---7117-Waterford_R0007070-1,"Chino, CA"
C0000258,R0006353,"Senior Credit Analyst, Statistician",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Fort Gratiot-MI/Sales-and-Service-Specialist--I---Retail---Fort-Gratiot--MI_R0007077-1,"Cincinnati, OH"
C0000258,R0006885,Customer Service Representative,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Detroit-MI/PT-CSR-5913_R0006991-1,"Sacramento, CA"
C0000258,R0006882,RI FLOATING STORE MANAGER,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Detroit-MI/Customer-Service-Representative--5913_R0007055-1,"Providence, RI"
C0000258,R0006860,Floating Sales and Service Associate - 6665 Oak Park,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Port Huron-MI/Customer-Service-Support-I---Retail---Port-Huron--MI_R0007063-1,"Oak Park, MI"
C0000258,R0006824,Customer Service Representative PT 7371 ,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Cincinnati-OH/Human-Resources-Business-Partner_R0007042-1,"Saginaw, MI"
C0000258,R0006821,Customer Service Representative PT 6655 ,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Traverse City-MI/Sales-and-Service-Associate---Traverse-City---6658_R0006492-1,Mt Pleasant
C0000258,R0006822,Customer Service Representative PT 7300 Essexville,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Grand Rapids-MI/Customer-Sales-Rep--6643_R0007027-1,"Essexville, MI"
C0000258,R0006823,Customer Service Representative PT 7321 Saginaw,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Aurora-IL/Customer-Service-Rep-Aurora--808_R0006997-1,"Saginaw, MI"
C0000258,R0005209,Customer Service Representative PT 5919 Saginaw,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006975  /Customer-Service-Rep-l-847_Posted28DaysAgo-1,"Saginaw, MI"
C0000258,R0006819,Customer Service Representative PT 2761 ,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Santa Rosa-CA/CUSTOMER-SERVICE-REPRESENTATIVE_R0006948-1,Houghton Lake
C0000258,R0006820,Customer Service Representative PT 7127 Ludington,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sacramento-CA/Customer-Service-Support-I---Retail_R0006935-1,"Ludington, MI"
C0000258,R0006789,Floating Store Manager - Oakland/Macomb County,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Ukiah-CA/CSR_R0006927-1,"Clinton Township, MI"
C0000258,R0006733,Customer Service Support I - Retail,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Roseville-MI/Retail-Store-Manager---Roseville---5920_R0006938-1,"Sacramento, CA"
C0000258,R0006734,Sales & Service Specialist - 232 Hemet,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Chino-CA/Sales---Service-Specialist---Chino-226_R0006892-1,"Hemet, CA"
C0000258,R0006735,Part Time Sales and Service Associate - 5907 Waterford -,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Cincinnati-OH/Senior-Credit-Analyst--Statistician_R0006353-1,"Waterford, MI"
C0000258,R0006719,Field Management II,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sacramento-CA/Customer-Service-Representative_R0006885-1,Michigan-Remote
C0000258,R0006707,Store Manager (Hourly)-808- Aurora East,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Providence-RI/RI-FLOATING-STORE-MANAGER_R0006882-1,"Aurora, IL"
C0000258,R0006414,Customer Service Rep - 4202,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Oak Park-MI/Floating-Sales-and-Service-Associate---6665-Oak-Park_R0006860-1,
C0000258,R0006387,Customer Service Representative - 5584,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Saginaw-MI/Customer-Service-Representative-PT-7371-Saginaw_R0006824-1,
C0000258,R0006580,Customer Service Representative,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006821  /Customer-Service-Representative-PT-6655-Mt-Pleasant_Posted30DaysAgo-1,"Largo, FL, More..."
C0000258,R0006550,Customer Service Specialist 2340,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Essexville-MI/Customer-Service-Representative-PT-7300-Essexville_R0006822-1,"Ponca City, OK"
C0000258,R0006526,Customer Service Support,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Saginaw-MI/Customer-Service-Representative-PT-7321-Saginaw_R0006823-1,"York, SC, More..."
C0000258,R0006325,Store Manager,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Saginaw-MI/Customer-Service-Representative-PT-5919-Saginaw_R0005209-1,Round Lake Beach-820
C0000258,R0006610,Store Manager,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006819  /Customer-Service-Representative-PT-2761-Houghton-Lake_Posted30DaysAgo-1,"Hallandale, FL"
C0000258,R0006612,Store Manager,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Ludington-MI/Customer-Service-Representative-PT-7127-Ludington_R0006820-1,"Port Saint Lucie, FL"
C0000258,R0006625,Store Manager,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Clinton Township-MI/Floating-Store-Manager---Oakland-Macomb-County_R0006789-1,"Sebastian, FL"
C0000258,R0006674,Store Manager,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sacramento-CA/Customer-Service-Support-I---Retail_R0006733-1,"Sarasota, FL"
C0000258,R0005820,Customer Sales & Service Associate –7294,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Hemet-CA/Sales---Service-Specialist---232-Hemet_R0006734-1,
C0000258,R0006007,Customer Service Represenative 5909,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Waterford-MI/Part-Time-Sales-and-Service-Associate---5907-Waterford--_R0006735-1,"Sterling Heights, MI"
C0000258,R0005931,Customer Service Representative -7114,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Michigan-Remote/Field-Management-II_R0006719-1,"Ionia, MI"
C0000258,R0006254,"Customer Service Representative 2368 Mobile, AL",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Aurora-IL/Store-Manager--Hourly--808--Aurora-East_R0006707-1,"Mobile, AL"
C0000258,R0005948,Customer Service Representative Part-Time OKC metro,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006414  /Customer-Service-Rep---4202_Posted30DaysAgo-1,"Oklahoma City, OK"
C0000258,R0005896,Customer Service Representative,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006387  /Customer-Service-Representative---5584_Posted30DaysAgo-1,"Ocala, FL"
C0000258,R0006118,Customer Service Representative,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Largo-FL/Customer-Service-Representative_R0006580-1,"Sebastian, FL"
C0000258,R0005878,Customer Service Support Rep I,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Ponca City-OK/Customer-Service-Specialist-2340_R0006550-1,"Richmond, VA, More..."
C0000258,R0005879,Customer Service Support Rep I,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/York-SC/Customer-Service-Support_R0006526-1,"Charlottesville, VA"
C0000258,R0005887,Customer Service Support Rep I,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006325  /Store-Manager-Round-Lake-Beach-820_Posted30DaysAgo-1,"Lynchburg, VA"
C0000258,R0006013,Monroe - Sales and Service Specialist,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Hallandale-FL/Store-Manager_R0006610-1,
C0000258,R0006012,Oregon - Sales and Service Specialist,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Port Saint Lucie-FL/Store-Manager_R0006612-1,
C0000258,R0006016,Riverview - Sales and Service Specialist,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sebastian-FL/Store-Manager_R0006625-1,
C0000258,R0005993,"Sales & Service Rep l, Crystal Lake-841",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sarasota-FL/Store-Manager_R0006674-1,
C0000258,R0005963,Sales & Services Specialist-805-Niles,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0005820  /Customer-Sales---Service-Associate--7294_Posted30DaysAgo-1,"Niles, IL"
C0000258,R0006237,"Sales and Service Specialist - Dodge City, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sterling Heights-MI/Customer-Service-Represenative-5909_R0006007-1,"Dodge City, KS"
C0000258,R0006202,"Sales and Service Specialist - Garden City, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Ionia-MI/Customer-Service-Representative--7114_R0005931-1,
C0000258,R0006239,"Sales and Service Specialist - Independence, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Mobile-AL/Customer-Service-Representative-2368-Mobile--AL_R0006254-1,"Independence, KS"
C0000258,R0006235,"Sales and Service Specialist - Junction City, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Oklahoma City-OK/Customer-Service-Representative-Part-Time-OKC-metro_R0005948-1,"Junction City, KS"
C0000258,R0006227,"Sales and Service Specialist - Kansas City, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Ocala-FL/Customer-Service-Representative_R0005896-1,"Kansas City, KS"
C0000258,R0006233,"Sales and Service Specialist - Liberal, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Sebastian-FL/Customer-Service-Representative_R0006118-1,"Liberal, KS"
C0000258,R0006231,"Sales and Service Specialist - Manhattan, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Richmond-VA/Customer-Service-Support-Rep-I_R0005878-1,"Manhattan, KS"
C0000258,R0006188,"Sales and Service Specialist - Newton, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Charlottesville-VA/Customer-Service-Support-Rep-I_R0005879-1,
C0000258,R0006194,"Sales and Service Specialist - Pittsburg, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Lynchburg-VA/Customer-Service-Support-Rep-I_R0005887-1,"Pittsburg, KS"
C0000258,R0006192,"Sales and Service Specialist Wichita, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006013  /Monroe---Sales-and-Service-Specialist_Posted30DaysAgo-1,"Wichita, KS"
C0000258,R0006229,Sales and Service Specialist,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006012  /Oregon---Sales-and-Service-Specialist_Posted30DaysAgo-1,"Shawnee Mission, KS"
C0000258,R0006015,Southgate - Sales and Service Specialist,3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006016  /Riverview---Sales-and-Service-Specialist_Posted30DaysAgo-1,
C0000258,R0006236,"Store Manager - Dodge City, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0005993  /Sales---Service-Rep-l--Crystal-Lake-841_Posted30DaysAgo-1,"Dodge City, KS"
C0000258,R0006201,"Store Manager - Garden City, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Niles-IL/Sales---Services-Specialist-805-Niles_R0005963-1,"Garden City, KS"
C0000258,R0006238,"Store Manager - Independence, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Dodge City-KS/Sales-and-Service-Specialist---Dodge-City--KS_R0006237-1,"Independence, KS"
C0000258,R0006226,"Store Manager - Kansas City, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/R0006202  /Sales-and-Service-Specialist---Garden-City--KS_Posted30DaysAgo-1,"Kansas City, KS"
C0000258,R0006232,"Store Manager - Liberal, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Independence-KS/Sales-and-Service-Specialist---Independence--KS_R0006239-1,"Liberal, KS"
C0000258,R0006230,"Store Manager - Manhattan, KS",3/25/2019,https://cngholdingsinc.wd5.myworkdayjobs.com/Axcess_Financial/job/Junction City-KS/Sales-and-Service-Specialist---Junction-City--KS_R0006235-1,"Manhattan, KS"
