Company,Glassdoor_Review_Link,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/4/2019, Office Administrator,"New York, NY",Current Employee ,Typical Corporate Politics,More than a year,0,Good insurance plan options/ PTO,Upper level management doesn't do enough to retain young talent,,4,4,3,4,5,3
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/8/2019,,,Former Employee ,great job,,0,great environment pay location co workers,no social life tough balance,,5,,,,,
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/5/2019, Senior Program Manager,,Current Employee ,"Great benefits and compensation, but going through significant change",,0,,,Get all major RIFs over in one go to prevent job security concerns and start building again!,3,5,3,4,5,3
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/8/2019, Senior Information Officer,"New York, NY",Current Employee ,good opportunity to take on more,More than 10 years,0,good opportunities for those who want to excel,office locations have changed too frequently,,3,2,4,3,3,3
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/5/2019, Account Executive,"San Diego, CA",Current Employee ,"Great company to work for, rotten job to do.",More than a year,0,"AIG treats their employees like gold. Excellent compensation, great benefits/health insurance, unheard of PTO.","Everything else. I am an Account Executive (I sell their life insurance products). At the end of the day, what I am selling is quite literally nothing but pure profit to a greedy fat insurance company. They do not care about their customers whatsoever. We are trained to bull the customer over on calls just to make the $ale. AIG has notoriously poor customer service (they outsource to the Philippines, hah) and it is difficult to sell their products with integrity knowing the headache clients will face if they have to file a death benefit claim.",,4,5,2,4,5,4
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/3/2019, Investigator,,Former Employee ,Ok place to work,More than 3 years,0,"Work from home, company car",The company stability is very good with numerous layoffs,,3,4,3,3,3,2
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/1/2019, Finance Manager,"New York, NY",Former Employee ,Growth Opp,More than a year,0,great people- overall good work/life balance,Undergoing changes - tough environment to navigate,,4,4,3,3,4,3
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/3/2019, Director,"Houston, TX",Former Employee ,Really Happy!,More than 3 years,0,I enjoyed the people and the work. Benefits are great!,Some of the elevators were wonky.,Keep up the good work!,5,5,5,5,5,5
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/18/2019, Information Technology Manager,"Houston, TX",Former Employee ,"Was a good company when I joined, not anymore",More than 8 years,0,"Fair pay, good benefits. Most of the people were competent.","Constant exec-level turnovers averaging ~ once a year. Little to no IT leadership. Dysfunctional processes. Entrenched mid-level management. Constantly changing corp directives and half-baked, failed initiatives. Excessive focus on ""diversity"" rather than competency and skill. Emphasis on cost-cutting vs revenue growth. More recently, massive layoffs across IT areas. Those ""left behind"" are now even more overtasked.","Same as many other reviewers have already said but no changes have happened, so apparently management doesn't read or act on these comments.",2,3,1,1,3,1
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,3/29/2019, Accounting Manager,"New York, NY",Former Employee ,Interesting,More than 10 years,0,Loved the job got to learn the insurance industry,Due to frequent lay offs the morale of the employees are low,Create a stable working atmosphere,3,3,3,3,3,3
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,3/19/2019, Project Manager,"Houston, TX",Current Employee ,"Love the work, but ‘doing more with less’ year after year has begun to shift my loyalty away from AIG.",More than 8 years,0,"Super benefits, 401K with company match, health, life, ample amount of paid time off for employees with 5+ years, work remotely 1/2 the week, and I know I add value to the org every day.","There is a lot of talk about work life balance here, and there has been for years, but they are just buzzwords here. Employees are consistently asked to more with less people and in less time. Unrealistic expectations around delivery dates come from top leadership and flow down to middle management, and then out to each employee. Eventually, there is no one left to delegate the work to, so those employees miss dinner with the fam, their son’s baseball games, or every doctor appointment they know they need to schedule, but who has the time for that? Not the guy on his laptop that is working during the baseball game instead of enjoying it.","Stop the unrealistic expectations with you. Tell your boss no once in a while. Tell the guy your entire team of 15 has no bandwidth for those 4 new projects. Do that, and you’ve saved your employees 5 more projects you don’t have to delegate and they don’t have to miss dinner for.",3,1,3,3,4,3
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,3/29/2019, IT Director,,Former Employee ,Overall Great Company,More than 10 years,0,"1) More serious now about cloud migration
2) Increased budget for transformation efforts
3) Healthcare benefits
4) 6% matching 401K
5) Vacation package
6) Great employees and consultants to work with","1) Too much governance
2) Challenging to get projects approved by senior management
3) Moving too slow on their digital transformation",,4,5,5,4,5,4
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,3/28/2019, Internal Wholesaler,"Woodland Hills, CA",Former Employee ,Excellent Experience,More than 5 years,0,Sales Desk Management is very supportive of your career aspirations,Can be a micro management atmosphere.,Allow Internals more flexibility on market segmentation,4,5,4,4,5,4
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,3/27/2019,,,Current Employee ,Great company to work for.,More than 3 years,0,Amazing benefits. Great PTO offered.,Poor management. Micro managed. Too corporate.,,5,5,2,5,5,2
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,3/24/2019,,"New York, NY",Current Employee ,Little Collaboration,More than a year,0,Work / life balance is managable,"Expense reduction environment leads to fear of being let go, which causes people to hold on to their work / processes when given projects to make processes more efficient.",,3,,,,,
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,3/27/2019, Manager,"New York, NY",Current Employee ,Good place to work,More than a year,0,Generous PTO and salary and great people,No work life balance - work from home option depends varies by department,,3,2,4,3,4,2
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,3/27/2019,,"Olathe, KS",Former Employee ,Good company with great facilities,,0,Beautiful remodel with updated amenities. Very flexible.,Minimal training with remote supervision.,,3,3,4,3,4,2
AIG,https://www.glassdoor.com/Reviews/Ally-Financial-Reviews-E7222.htm,4/8/2019, Senior Project Manager,"New York, NY",Former Employee ,Great people but bad management,More than 8 years,0,"I worked with one of the best group of colleagues and AIG. The culture is friendly and conducive for productive work. You enjoy working here.
Company pays well and had some great benefits. Performance bonuses are based on the team/ project that you’re connected with and not for individual efforts. So if you’re lucky to get great project then you’re recognized with great bonus.
Good CSR volunteering opportunities.",Constant changes in the management. Continuously firing of teams and scrapping of projects lead to low morals and stressful environment. Lack of stability and no raise for years. No career advancement.,Retain good talent. The company really have great people with valuable knowledge and experience. Think twice before cutting down the veterans and hiring new people.,2,3,4,1,4,1
